oln_id_a	oln_id_b	oln_id_c	type_ac	type_bc	num_phenotype_shared	phenotype_intersect_abc
YOL081W	YNR006W	YLL039C	p	p	5	(null, resistance to chemicals: decreased, hydroxyurea (100 mM)); (null, stress resistance: decreased, zinc dichloride (1 uM)); (null, resistance to chemicals: decreased, oleic acid (0.1%)); (null, resistance to chemicals: decreased, arsenite(3-) (0.75 - 1.0 mM)); (null, desiccation resistance: decreased,  )
YOL086C	YDR448W	YDR392W	tu	p	2	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, resistance to chemicals: decreased, methylglyoxal (8 mM))
YOL087C	YDR477W	YLL039C	p	kd	1	(null, desiccation resistance: decreased,  )
YOL087C	YDR477W	YLL039C	p	p	1	(null, desiccation resistance: decreased,  )
YOL087C	YGR135W	YLL039C	p	p	1	(null, desiccation resistance: decreased,  )
YOL108C	YHR193C	YDL056W	tu	tu	1	(null, stress resistance: increased, zinc dichloride (1 uM))
YOL111C	YLR268W	YDL100C	p	p	1	(null, desiccation resistance: decreased,  )
YOL111C	YLR268W	YOR007C	p	p	2	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, innate thermotolerance: decreased,  )
YOL116W	YHR041C	YPL042C	p	ku	2	(null, desiccation resistance: decreased,  ); (null, starvation resistance: decreased,  )
YOL116W	YKR082W	YKL112W	tu	tu	1	(null, resistance to chemicals: increased, toxaphene (640 uM))
YOL135C	YNL236W	YOR174W	p	p	1	(null, resistance to chemicals: decreased, fluconazole)
YOL146W	YIL150C	YBL023C	p	p	1	(reduction of function, resistance to chemicals: decreased, methyl methanesulfonate)
YOL146W	YIL150C	YBR202W	p	p	1	(reduction of function, resistance to chemicals: decreased, methyl methanesulfonate)
YOL155C	YIL134W	YDR207C	tu	tu	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YOR001W	YGR158C	YHR081W	p	p	1	(repressible, toxin resistance: increased,  )
YOR007C	YJR060W	YNL064C	p	td	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YOR007C	YNL064C	YDR392W	tu	tu	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YOR007C	YNL064C	YOL111C	p	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YOR008C	YBR260C	YJL095W	ku	ku	4	(null, resistance to chemicals: decreased, tunicamycin (0.6 uM)); (null, resistance to chemicals: decreased, tunicamycin (0.5 and 5 ug/ml)); (null, acid pH resistance: decreased,  ); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521))
YOR008C	YDL203C	YJL095W	ku	ku	1	(null, resistance to chemicals: decreased, tunicamycin (0.5 and 5 ug/ml))
YOR008C	YDL203C	YLR371W	p	p	1	(null, resistance to chemicals: decreased, tunicamycin (0.5 and 5 ug/ml))
YOR008C	YGR217W	YJL095W	ku	ku	5	(null, resistance to chemicals: decreased, tunicamycin (0.6 uM)); (null, resistance to chemicals: decreased, tunicamycin (0.5 and 5 ug/ml)); (null, acid pH resistance: decreased,  ); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521)); (null, resistance to chemicals: decreased, myriocin (1 uM))
YOR008C	YHR030C	YJL095W	ku	kd	11	(null, resistance to chemicals: decreased, L-1,4-dithiothreitol (8 mM)); (null, resistance to chemicals: decreased, caffeine (2 mg/ml)); (null, resistance to chemicals: decreased, Congo Red (0.3 mg/ml)); (null, resistance to chemicals: decreased, Calcofluor White (0.3 mg/ml)); (null, resistance to chemicals: decreased, tunicamycin (0.6 uM)); (null, resistance to chemicals: decreased, tunicamycin (0.5 and 5 ug/ml)); (null, resistance to chemicals: increased, hydroxyurea (100 mM)); (null, acid pH resistance: decreased,  ); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521)); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml)); (null, resistance to enzymatic treatment: decreased,  )
YOR008C	YHR030C	YJL095W	ku	ku	11	(null, resistance to chemicals: decreased, L-1,4-dithiothreitol (8 mM)); (null, resistance to chemicals: decreased, caffeine (2 mg/ml)); (null, resistance to chemicals: decreased, Congo Red (0.3 mg/ml)); (null, resistance to chemicals: decreased, Calcofluor White (0.3 mg/ml)); (null, resistance to chemicals: decreased, tunicamycin (0.6 uM)); (null, resistance to chemicals: decreased, tunicamycin (0.5 and 5 ug/ml)); (null, resistance to chemicals: increased, hydroxyurea (100 mM)); (null, acid pH resistance: decreased,  ); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521)); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml)); (null, resistance to enzymatic treatment: decreased,  )
YOR008C	YHR030C	YJL095W	ku	p	11	(null, resistance to chemicals: decreased, L-1,4-dithiothreitol (8 mM)); (null, resistance to chemicals: decreased, caffeine (2 mg/ml)); (null, resistance to chemicals: decreased, Congo Red (0.3 mg/ml)); (null, resistance to chemicals: decreased, Calcofluor White (0.3 mg/ml)); (null, resistance to chemicals: decreased, tunicamycin (0.6 uM)); (null, resistance to chemicals: decreased, tunicamycin (0.5 and 5 ug/ml)); (null, resistance to chemicals: increased, hydroxyurea (100 mM)); (null, acid pH resistance: decreased,  ); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521)); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml)); (null, resistance to enzymatic treatment: decreased,  )
YOR008C	YHR030C	YLR371W	p	kd	5	(null, resistance to chemicals: decreased, caffeine (2 mg/ml)); (null, resistance to chemicals: decreased, Calcofluor White (50 ug/ml)); (null, resistance to chemicals: decreased, ethanol (6%)); (null, resistance to chemicals: decreased, tunicamycin (0.5 and 5 ug/ml)); (null, resistance to enzymatic treatment: decreased,  )
YOR008C	YHR030C	YLR371W	p	p	5	(null, resistance to chemicals: decreased, caffeine (2 mg/ml)); (null, resistance to chemicals: decreased, Calcofluor White (50 ug/ml)); (null, resistance to chemicals: decreased, ethanol (6%)); (null, resistance to chemicals: decreased, tunicamycin (0.5 and 5 ug/ml)); (null, resistance to enzymatic treatment: decreased,  )
YOR008C	YKL190W	YJL095W	ku	ku	2	(null, resistance to chemicals: decreased, tunicamycin (0.6 uM)); (null, resistance to chemicals: decreased, tunicamycin (0.5 and 5 ug/ml))
YOR008C	YLR332W	YLR371W	p	p	1	(null, resistance to chemicals: decreased, tunicamycin (0.5 and 5 ug/ml))
YOR008C	YLR371W	YJL095W	ku	ku	4	(null, resistance to chemicals: decreased, caffeine (2 mg/ml)); (null, resistance to chemicals: decreased, tunicamycin (0.5 and 5 ug/ml)); (null, resistance to chemicals: decreased, dimethyl sulfoxide (8%)); (null, resistance to enzymatic treatment: decreased,  )
YOR014W	YBR200W	YNL298W	ku	ku	2	(null, resistance to chemicals: decreased, ethanol (8%)); (null, resistance to chemicals: increased, tunicamycin (0.6 uM))
YOR014W	YBR200W	YNL298W	ku	p	2	(null, resistance to chemicals: decreased, ethanol (8%)); (null, resistance to chemicals: increased, tunicamycin (0.6 uM))
YOR014W	YDL006W	YDR507C	ku	p	2	(null, toxin resistance: decreased,  ); (null, resistance to chemicals: decreased, doxorubicin (50 ug/ml))
YOR014W	YDL006W	YNL298W	ku	p	1	(null, resistance to chemicals: decreased, Congo Red (50 ug/ml))
YOR014W	YDR162C	YDR507C	ku	p	2	(null, toxin resistance: decreased,  ); (null, resistance to chemicals: decreased, doxorubicin (50 ug/ml))
YOR014W	YDR162C	YNL298W	ku	ku	4	(null, resistance to chemicals: decreased, ethanol (8%)); (null, resistance to chemicals: decreased, streptomycin (40 mg/ml)); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml)); (null, resistance to chemicals: decreased, Calcofluor White (3 ug/ml))
YOR014W	YDR162C	YNL298W	ku	p	4	(null, resistance to chemicals: decreased, ethanol (8%)); (null, resistance to chemicals: decreased, streptomycin (40 mg/ml)); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml)); (null, resistance to chemicals: decreased, Calcofluor White (3 ug/ml))
YOR014W	YER111C	YDR507C	ku	td	1	(null, toxin resistance: decreased,  )
YOR014W	YER111C	YNL298W	ku	ku	3	(null, resistance to chemicals: decreased, ethanol (8%)); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml)); (null, resistance to chemicals: decreased, Calcofluor White (3 ug/ml))
YOR014W	YER111C	YNL298W	ku	td	3	(null, resistance to chemicals: decreased, ethanol (8%)); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml)); (null, resistance to chemicals: decreased, Calcofluor White (3 ug/ml))
YOR014W	YKL068W	YNL298W	ku	p	2	(null, resistance to chemicals: decreased, ethanol (8%)); (null, resistance to chemicals: decreased, cycloheximide (0.18 uM))
YOR016C	YAL023C	YGL200C	p	p	1	(null, resistance to chemicals: decreased, 5-chloro-7-iodoquinolin-8-ol)
YOR018W	YML097C	YLL039C	p	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YOR023C	YCL010C	YDR176W	p	p	1	(null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521))
YOR023C	YCL010C	YDR448W	p	p	1	(null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521))
YOR023C	YCL010C	YGR252W	p	p	1	(null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521))
YOR023C	YDR159W	YDR448W	p	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YOR026W	YER177W	YGR188C	ku	ku	1	(null, resistance to chemicals: decreased, cordycepin (20 ug/ml))
YOR026W	YER177W	YGR188C	p	ku	1	(null, resistance to chemicals: decreased, cordycepin (20 ug/ml))
YOR033C	YMR190C	YMR167W	p	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YOR035C	YJL095W	YKL129C	p	kd	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YOR035C	YJL095W	YKL129C	p	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YOR035C	YLR370C	YMR109W	p	p	2	(null, resistance to chemicals: decreased, mycophenolic acid (46.8 uM)); (null, killer toxin resistance: increased,  )
YOR036W	YGL219C	YLL039C	p	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YOR036W	YJL095W	YGL161C	p	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YOR038C	YBR195C	YNL031C	td	p	1	(null, resistance to chemicals: increased, fenpropimorph (16.5 uM))
YOR038C	YLL039C	YNL030W	td	p	1	(null, resistance to chemicals: decreased, cycloheximide (0.18 uM))
YOR038C	YLL039C	YPR119W	p	p	2	(null, resistance to chemicals: decreased, camptothecin (43 uM)); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YOR039W	YAL021C	YOR061W	ku	ku	2	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, resistance to chemicals: decreased, hydroxyurea (100 mM))
YOR039W	YAL021C	YOR061W	p	ku	2	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, resistance to chemicals: decreased, hydroxyurea (100 mM))
YOR039W	YGR270W	YIL035C	ku	ku	2	(null, resistance to chemicals: decreased, caffeine (7.7 mM)); (null, resistance to chemicals: increased, tunicamycin (0.6 uM))
YOR039W	YGR270W	YIL035C	p	ku	2	(null, resistance to chemicals: decreased, caffeine (7.7 mM)); (null, resistance to chemicals: increased, tunicamycin (0.6 uM))
YOR039W	YGR270W	YOR061W	ku	ku	2	(null, resistance to chemicals: increased, tunicamycin (0.6 uM)); (null, resistance to chemicals: decreased, hydroxyurea (100 mM))
YOR039W	YGR270W	YOR061W	p	ku	2	(null, resistance to chemicals: increased, tunicamycin (0.6 uM)); (null, resistance to chemicals: decreased, hydroxyurea (100 mM))
YOR043W	YDR471W	YKR099W	tu	tu	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YOR043W	YGL253W	YER040W	tu	tu	2	(null, desiccation resistance: decreased,  ); (null, stress resistance: increased, zinc dichloride (1 uM))
YOR043W	YJL101C	YML007W	tu	tu	3	(null, desiccation resistance: decreased,  ); (null, resistance to chemicals: decreased, methylglyoxal (8 mM)); (null, oxidative stress resistance: decreased, hydrogen peroxide (3 mM))
YOR047C	YDR477W	YKL038W	p	kd	1	(null, alkaline pH resistance: decreased,  )
YOR054C	YKR072C	YHR030C	ku	ku	2	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, hyperosmotic stress resistance: decreased, sodium chloride (1 M))
YOR054C	YKR072C	YML016C	p	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YOR057W	YMR094W	YDR328C	p	p	2	(null, resistance to chemicals: decreased, radicicol); (null, resistance to chemicals: decreased, geldanamycin)
YOR061W	YDL006W	YJL095W	kd	ku	1	(null, resistance to chemicals: decreased, Congo Red (50 ug/ml))
YOR061W	YDL006W	YJL095W	kd	p	1	(null, resistance to chemicals: decreased, Congo Red (50 ug/ml))
YOR061W	YDL006W	YJL095W	ku	ku	1	(null, resistance to chemicals: decreased, Congo Red (50 ug/ml))
YOR061W	YDL006W	YJL095W	ku	p	1	(null, resistance to chemicals: decreased, Congo Red (50 ug/ml))
YOR061W	YIL035C	YER161C	kd	kd	2	(null, resistance to chemicals: decreased, bleomycin (3.2 uM)); (null, resistance to chemicals: increased, tunicamycin (0.6 uM))
YOR061W	YIL035C	YER164W	kd	kd	1	(null, resistance to chemicals: increased, tunicamycin (0.6 uM))
YOR061W	YIL035C	YER164W	kd	p	1	(null, resistance to chemicals: increased, tunicamycin (0.6 uM))
YOR061W	YIL035C	YER164W	p	kd	1	(null, resistance to chemicals: increased, tunicamycin (0.6 uM))
YOR061W	YIL035C	YER164W	p	p	1	(null, resistance to chemicals: increased, tunicamycin (0.6 uM))
YOR061W	YIL035C	YGL019W	kd	kd	1	(null, ionic stress resistance: decreased, sodium chloride (1.2 M))
YOR061W	YIL035C	YGL019W	kd	p	1	(null, ionic stress resistance: decreased, sodium chloride (1.2 M))
YOR061W	YIL035C	YGL019W	p	kd	1	(null, ionic stress resistance: decreased, sodium chloride (1.2 M))
YOR061W	YIL035C	YGL019W	p	p	1	(null, ionic stress resistance: decreased, sodium chloride (1.2 M))
YOR061W	YIL035C	YGR270W	kd	kd	1	(null, resistance to chemicals: increased, tunicamycin (0.6 uM))
YOR061W	YIL035C	YLR079W	kd	kd	2	(null, resistance to chemicals: decreased, bleomycin (3.2 uM)); (null, resistance to chemicals: increased, tunicamycin (0.6 uM))
YOR061W	YIL035C	YLR399C	kd	kd	1	(null, resistance to chemicals: increased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521))
YOR061W	YIL035C	YLR403W	p	kd	1	(null, resistance to chemicals: increased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521))
YOR061W	YIL035C	YLR403W	p	p	1	(null, resistance to chemicals: increased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521))
YOR061W	YIL035C	YOR039W	kd	kd	2	(null, ionic stress resistance: decreased, sodium chloride (1.2 M)); (null, resistance to chemicals: increased, tunicamycin (0.6 uM))
YOR061W	YIL035C	YOR039W	kd	p	2	(null, ionic stress resistance: decreased, sodium chloride (1.2 M)); (null, resistance to chemicals: increased, tunicamycin (0.6 uM))
YOR061W	YIL035C	YOR039W	p	kd	2	(null, ionic stress resistance: decreased, sodium chloride (1.2 M)); (null, resistance to chemicals: increased, tunicamycin (0.6 uM))
YOR061W	YIL035C	YOR039W	p	p	2	(null, ionic stress resistance: decreased, sodium chloride (1.2 M)); (null, resistance to chemicals: increased, tunicamycin (0.6 uM))
YOR061W	YIL035C	YOR057W	kd	kd	1	(null, resistance to chemicals: decreased, geldanamycin)
YOR061W	YKL016C	YFR034C	kd	tu	1	(null, resistance to chemicals: increased, benomyl (10 uM))
YOR065W	YJL206C	YKR066C	p	td	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YOR065W	YJR060W	YJL166W	p	td	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YOR068C	YDR276C	YNL216W	tu	tu	1	(null, resistance to chemicals: decreased, actinomycin D)
YOR080W	YCL061C	YPR135W	p	p	4	(null, resistance to chemicals: decreased, hydroxyurea (100 mM)); (null, desiccation resistance: decreased,  ); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, resistance to chemicals: decreased, methyl methanesulfonate)
YOR080W	YLR320W	YPR135W	p	p	8	(null, resistance to chemicals: decreased, hydroxyurea (100 mM)); (null, resistance to chemicals: decreased, sodium arsenite (400 uM)); (null, desiccation resistance: decreased,  ); (null, bud morphology: abnormal,  ); (null, toxin resistance: decreased,  ); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, resistance to chemicals: decreased, methyl methanesulfonate); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml))
YOR080W	YMR048W	YCL061C	p	p	1	(null, resistance to chemicals: decreased, hydroxyurea (100 mM))
YOR080W	YNL273W	YCL061C	p	p	4	(null, resistance to chemicals: decreased, hydroxyurea (100 mM)); (null, resistance to chemicals: decreased, thymol (50 ug/ml)); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, resistance to chemicals: decreased, methyl methanesulfonate)
YOR083W	YDR115W	YLR182W	p	tu	1	(null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521))
YOR083W	YER075C	YLR113W	ku	ku	1	(null, resistance to chemicals: increased, fenpropimorph (16.5 uM))
YOR083W	YER075C	YLR113W	ku	p	1	(null, resistance to chemicals: increased, fenpropimorph (16.5 uM))
YOR085W	YGL226C-A	YML019W	p	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YOR085W	YML019W	YGL226C-A	p	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YOR089C	YDL077C	YAL002W	p	p	13	(null, metal resistance: decreased, cadmium dichloride (55 uM)); (null, resistance to chemicals: decreased, hygromycin B (50 ug/ml)); (null, resistance to chemicals: decreased, bleomycin (0.01 U/ml)); (null, resistance to chemicals: decreased, actinomycin D (400 uM)); (null, resistance to chemicals: decreased, hygromycin B (7 ug/ml)); (null, resistance to chemicals: decreased, caffeine (6 mM)); (null, metal resistance: decreased, cadmium dichloride (100 uM)); (null, endomembrane system morphology: abnormal,  ); (null, resistance to chemicals: decreased, alborixin); (null, resistance to chemicals: decreased, chondramide derivative); (null, resistance to chemicals: decreased, nigericin); (null, resistance to chemicals: decreased, actinomycin D); (null, desiccation resistance: decreased,  )
YOR089C	YDL077C	YLR262C	p	p	9	(null, resistance to chemicals: decreased, hygromycin B); (null, resistance to chemicals: decreased, spermine); (null, resistance to chemicals: decreased, hygromycin B (50 ug/ml)); (null, resistance to chemicals: decreased, monensin A (50 uM)); (null, resistance to chemicals: decreased, bleomycin (0.01 U/ml)); (null, resistance to chemicals: decreased, actinomycin D (400 uM)); (null, resistance to chemicals: decreased, mefloquine); (null, resistance to chemicals: decreased, chondramide derivative); (null, desiccation resistance: decreased,  )
YOR089C	YDR080W	YDR495C	p	p	10	(null, resistance to chemicals: decreased, monensin A (50 uM)); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml)); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, resistance to chemicals: decreased, mefloquine); (null, resistance to chemicals: decreased, alborixin); (null, resistance to chemicals: decreased, chondramide derivative); (null, resistance to chemicals: decreased, nigericin); (null, resistance to chemicals: decreased, actinomycin D); (null, resistance to chemicals: decreased, mutalomycin sodium salt); (null, resistance to chemicals: decreased, hygromycin B (0.075 ug/ml))
YOR089C	YDR320C	YLR262C	p	p	7	(null, resistance to chemicals: decreased, hygromycin B (50 ug/ml)); (null, resistance to enzymatic treatment: decreased,  ); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml)); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, resistance to chemicals: decreased, chondramide derivative); (null, resistance to chemicals: decreased, benzothiazoles); (null, resistance to chemicals: decreased, hygromycin B (0.075 ug/ml))
YOR089C	YKR014C	YAL002W	p	p	2	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, resistance to chemicals: decreased, nigericin)
YOR101W	YHR205W	YNL098C	p	kd	1	(null, metal resistance: decreased, zinc(2+) (13 mM ZnSO4))
YOR106W	YJR066W	YDL077C	p	kd	5	(null, resistance to chemicals: decreased, caffeine (6 mM)); (null, resistance to chemicals: decreased, sirolimus); (null, resistance to chemicals: decreased, sirolimus (0.015 ug/ml)); (null, resistance to chemicals: decreased, caffeine (0.15%)); (null, metal resistance: decreased, cadmium dichloride (100 uM))
YOR115C	YBR254C	YDR108W	p	p	1	(null, resistance to chemicals: decreased, nigericin)
YOR115C	YBR254C	YEL048C	p	p	2	(null, resistance to chemicals: decreased, nigericin); (null, resistance to chemicals: decreased, chlorpromazine)
YOR115C	YBR254C	YGR166W	p	p	1	(null, resistance to chemicals: decreased, nigericin)
YOR115C	YBR254C	YML077W	p	p	1	(null, resistance to chemicals: decreased, chlorpromazine)
YOR115C	YDR108W	YBR254C	p	p	1	(null, resistance to chemicals: decreased, nigericin)
YOR115C	YEL048C	YBR254C	p	p	2	(null, resistance to chemicals: decreased, nigericin); (null, resistance to chemicals: decreased, chlorpromazine)
YOR115C	YEL048C	YGR166W	p	p	2	(null, resistance to chemicals: decreased, alborixin); (null, resistance to chemicals: decreased, nigericin)
YOR115C	YEL048C	YML077W	p	p	1	(null, resistance to chemicals: decreased, chlorpromazine)
YOR115C	YEL048C	YMR218C	p	p	1	(null, resistance to chemicals: decreased, fenpropimorph)
YOR115C	YGR166W	YBR254C	p	p	1	(null, resistance to chemicals: decreased, nigericin)
YOR115C	YGR166W	YEL048C	p	p	2	(null, resistance to chemicals: decreased, alborixin); (null, resistance to chemicals: decreased, nigericin)
YOR115C	YML077W	YBR254C	p	p	1	(null, resistance to chemicals: decreased, chlorpromazine)
YOR115C	YML077W	YEL048C	p	p	1	(null, resistance to chemicals: decreased, chlorpromazine)
YOR115C	YMR218C	YEL048C	p	p	1	(null, resistance to chemicals: decreased, fenpropimorph)
YOR116C	YJL011C	YNR003C	p	p	1	(null, resistance to chemicals: decreased, trapoxin A)
YOR116C	YNR003C	YJL011C	p	p	1	(null, resistance to chemicals: decreased, trapoxin A)
YOR117W	YKL145W	YDL007W	p	p	1	(null, resistance to chemicals: decreased, 5-chloro-7-iodoquinolin-8-ol)
YOR117W	YKL145W	YDL147W	p	p	1	(null, resistance to chemicals: decreased, 5-chloro-7-iodoquinolin-8-ol)
YOR117W	YKL145W	YDR394W	p	p	1	(null, resistance to chemicals: decreased, 5-chloro-7-iodoquinolin-8-ol)
YOR117W	YKL145W	YDR427W	p	p	1	(null, resistance to chemicals: decreased, 5-chloro-7-iodoquinolin-8-ol)
YOR117W	YKL145W	YFR004W	p	p	1	(null, resistance to chemicals: decreased, 5-chloro-7-iodoquinolin-8-ol)
YOR117W	YKL145W	YGL048C	p	p	1	(null, resistance to chemicals: decreased, 5-chloro-7-iodoquinolin-8-ol)
YOR117W	YKL145W	YOR259C	p	p	1	(null, resistance to chemicals: decreased, 5-chloro-7-iodoquinolin-8-ol)
YOR122C	YAL026C	YNL271C	p	p	1	(null, starvation resistance: decreased,  )
YOR123C	YBL008W	YBR010W	p	p	1	(null, resistance to chemicals: decreased, aluminium(3+) (0.4 mM)|(E)-1,1'-azobis(N,N-dimethylformamide) (0.8 mM))
YOR123C	YBL008W	YBR010W	p	td	1	(null, resistance to chemicals: decreased, aluminium(3+) (0.4 mM)|(E)-1,1'-azobis(N,N-dimethylformamide) (0.8 mM))
YOR123C	YER040W	YDR477W	ku	ku	1	(null, desiccation resistance: decreased,  )
YOR123C	YER040W	YDR477W	ku	p	1	(null, desiccation resistance: decreased,  )
YOR123C	YGR270W	YBR010W	p	p	1	(null, resistance to chemicals: decreased, aluminium(3+) (0.4 mM)|(E)-1,1'-azobis(N,N-dimethylformamide) (0.8 mM))
YOR123C	YKR072C	YHR030C	p	ku	2	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, resistance to chemicals: decreased, dieldrin (460 uM))
YOR123C	YLL002W	YBR010W	p	p	1	(null, resistance to chemicals: decreased, aluminium(3+) (0.4 mM)|(E)-1,1'-azobis(N,N-dimethylformamide) (0.8 mM))
YOR123C	YLL002W	YNL031C	p	p	2	(null, resistance to chemicals: increased, fluconazole (100 uM)); (null, resistance to chemicals: increased, fenpropimorph (16.5 uM))
YOR123C	YLR418C	YBR279W	p	p	4	(null, resistance to chemicals: decreased, calcium dichloride (0.7 M)); (null, bud morphology: abnormal,  ); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml))
YOR123C	YLR418C	YGL244W	p	p	4	(null, resistance to chemicals: decreased, calcium dichloride (0.7 M)); (null, stress resistance: decreased, zinc dichloride (1 uM)); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521)); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml))
YOR123C	YLR418C	YHR030C	p	p	5	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, resistance to chemicals: decreased, dieldrin (460 uM)); (null, stress resistance: decreased, zinc dichloride (1 uM)); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521)); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml))
YOR123C	YMR205C	YDR477W	ku	ku	2	(null, desiccation resistance: decreased,  ); (null, resistance to chemicals: decreased, chromium trioxide (0.05 mM))
YOR123C	YMR307W	YHR030C	p	ku	3	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml)); (null, resistance to chemicals: decreased, chromium trioxide (0.05 mM))
YOR123C	YNL183C	YDR477W	ku	ku	1	(null, resistance to chemicals: increased, fenpropimorph (16.5 uM))
YOR123C	YNL183C	YDR477W	ku	p	1	(null, resistance to chemicals: increased, fenpropimorph (16.5 uM))
YOR123C	YOL004W	YNL031C	p	p	1	(null, resistance to chemicals: increased, fluconazole (100 uM))
YOR127W	YDL006W	YNL298W	ku	p	1	(null, resistance to chemicals: decreased, Congo Red (50 ug/ml))
YOR127W	YDR162C	YNL298W	ku	ku	3	(null, resistance to chemicals: decreased, ethanol (8%)); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml)); (null, resistance to chemicals: decreased, Calcofluor White (3 ug/ml))
YOR127W	YDR162C	YNL298W	ku	p	3	(null, resistance to chemicals: decreased, ethanol (8%)); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml)); (null, resistance to chemicals: decreased, Calcofluor White (3 ug/ml))
YOR127W	YDR507C	YNL298W	ku	ku	1	(null, bud morphology: abnormal,  )
YOR127W	YLR113W	YER118C	p	kd	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YOR132W	YJL036W	YGL198W	p	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YOR132W	YLR262C	YGL198W	p	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YOR133W	YDR385W	YDR127W	p	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
