oln_id	overexpression_toxic	essential	periodically_expressed	uniprot_acc	gene_name	description	synonyms
YEL012W	0	0	0	P28263	UBC8	Ubiquitin-conjugating enzyme E2-24 kDa	GID3
YGR133W	0	0	0	P29340	PEX4	Ubiquitin-conjugating enzyme E2-21 kDa	PAS2;UBC10
YJR099W	0	0	0	P35127	YUH1	Ubiquitin carboxyl-terminal hydrolase YUH1	NA
YPL072W	0	0	0	Q02863	UBP16	Ubiquitin carboxyl-terminal hydrolase 16	NA
YDL122W	0	0	0	P25037	UBP1	Ubiquitin carboxyl-terminal hydrolase 1	NA
YBL058W	0	0	0	P34223	SHP1	UBX domain-containing protein 1	UBX1
YDL210W	0	0	0	P32837	UGA4	GABA-specific permease	NA
YDL169C	0	0	0	P32772	UGX2	Protein UGX2	NA
YPL139C	0	0	0	Q03010	UME1	Transcriptional regulatory protein UME1	WTM3
YLR193C	0	0	0	Q05776	UPS1	Protein UPS1, mitochondrial	NA
YML115C	0	0	0	P23642	VAN1	Mannan polymerase I complex VAN1 subunit	VRG7
YFR010W	0	0	0	P43593	UBP6	Ubiquitin carboxyl-terminal hydrolase 6	NA
YER098W	0	0	0	P39967	UBP9	Ubiquitin carboxyl-terminal hydrolase 9	NA
YDL190C	0	0	0	P54860	UFD2	E4 ubiquitin-protein ligase UFD2	NA
YGR072W	0	0	0	P48412	UPF3	Nonsense-mediated mRNA decay protein 3	SUA6
YBR127C	0	0	0	P16140	VMA2	V-type proton ATPase subunit B	VAT2
YPR036W	0	0	0	P41807	VMA13	V-type proton ATPase subunit H	CLS11
YHR026W	0	0	0	P23968	VMA16	V-type proton ATPase subunit c''	PPA1
YBR293W	0	0	0	P38358	VBA2	Vacuolar basic amino acid transporter 2	NA
YKR105C	0	0	0	P36172	VBA5	Vacuolar basic amino acid transporter 5	NA
YPL003W	0	0	0	Q12059	ULA1	NEDD8-activating enzyme E1 regulatory subunit	ENR2
YDR207C	0	0	0	P39001	UME6	Transcriptional regulatory protein UME6	CAR80;CARGR1;NIM2;RIM16
YLR168C	0	0	0	P35200	UPS2	Protein UPS2, mitochondrial	AIM30;GEP1;MSF1
YCL005W-A	0	0	0	Q3E7B6	VMA9	V-type proton ATPase subunit e	CWH36;LDB10
YGL212W	0	0	0	P32912	VAM7	Vacuolar morphogenesis protein 7	NA
YEL051W	0	0	0	P32610	VMA8	V-type proton ATPase subunit D	NA
YDR247W	0	0	0	Q03785	VHS1	Serine/threonine-protein kinase VHS1	NA
YKL010C	0	0	0	P33202	UFD4	Ubiquitin fusion degradation protein 4	NA
YML088W	0	0	0	Q04511	UFO1	Ubiquitin ligase complex F-box protein UFO1	NA
YBR006W	0	0	0	P38067	UGA2	Succinate-semialdehyde dehydrogenase [NADP(+)]	UGA5
YDL170W	0	0	0	P26370	UGA3	Transcriptional activator protein UGA3	NA
YPL186C	0	0	0	Q08926	UIP4	ULP1-interacting protein 4	NA
YOR191W	0	0	0	Q08562	ULS1	ATP-dependent helicase ULS1	DIS1;RIS1;TID4
YBR173C	0	0	0	P38293	UMP1	Proteasome maturation factor UMP1	NA
YOR068C	0	0	0	Q08474	VAM10	Vacuolar morphogenesis protein 10	NA
YGL258W	0	0	0	P53058	VEL1	Protein VEL1 precursor	NA
YHL035C	0	0	0	P38735	VMR1	ABC transporter ATP-binding protein/permease VMR1	NA
YDR185C	0	0	0	Q04006	UPS3	Protein UPS3, mitochondrial	GEP2
YDR520C	0	0	0	Q04411	URC2	Uracil catabolism protein 2	NA
YNL229C	0	0	0	P23202	URE2	Transcriptional regulator URE2	NA
YPR152C	0	0	0	Q06525	URN1	Pre-mRNA-splicing factor URN1	NA
YJR049C	0	0	0	P21373	UTR1	NAD(+) kinase	NA
YEL013W	0	0	0	P39968	VAC8	Vacuolar protein 8	YEB3
YDL077C	0	0	0	Q07468	VAM6	Vacuolar morphogenesis protein 6	CVT4;VPL18;VPL22;VPS39
YDL185W	0	0	0	P17255	VMA1	V-type proton ATPase catalytic subunit A	CLS8;TFP1
YKL080W	0	0	0	P31412	VMA5	V-type proton ATPase subunit C	VAT3;VATC
YDL128W	0	0	0	Q99385	VCX1	Vacuolar calcium ion transporter	HUM1;MNR1
YER128W	0	0	0	P40080	VFA1	VPS4-associated protein 1	NA
YIL056W	0	0	0	P40522	VHR1	Transcription factor VHR1	NA
YLR373C	0	0	0	Q05934	VID22	Vacuolar import and degradation protein 22	NA
YNL212W	0	0	0	P40157	VID27	Vacuolar import and degradation protein 27	NA
YOR132W	0	0	0	P32913	VPS17	Vacuolar protein sorting-associated protein 17	PEP21
YKR001C	0	0	0	P21576	VPS1	Vacuolar protein sorting-associated protein 1	LAM1;SPO15
YML029W	0	0	0	Q03714	USA1	U1 SNP1-associating protein 1	NA
YOR054C	0	0	0	Q08438	VHS3	Phosphopantothenoylcysteine decarboxylase subunit VHS3	NA
YIL017C	0	0	0	P40547	VID28	Vacuolar import and degradation protein 28	GID5
YNL321W	0	0	0	P42839	VNX1	Low affinity vacuolar monovalent cation/H(+) antiporter	NA
YGR141W	0	0	0	P53285	VPS62	Vacuolar protein sorting-associated protein 62	NA
YML041C	0	0	0	Q03433	VPS71	Vacuolar protein sorting-associated protein 71	SWC6
YNL246W	0	0	0	P53853	VPS75	Vacuolar protein sorting-associated protein 75	NA
YNR012W	0	0	0	P27515	URK1	Uridine kinase	NA
YIL008W	0	0	0	P40554	URM1	Ubiquitin-related modifier 1 {ECO:0000255|HAMAP-Rule:MF_03048}	NA
YLR447C	0	0	0	P32366	VMA6	V-type proton ATPase subunit d	NA
YPL234C	0	0	0	P32842	VMA11	V-type proton ATPase subunit c'	CLS9;TFP3
YGL227W	0	0	0	P53076	VID30	Vacuolar import and degradation protein 30	GID1
YLR410W	0	0	0	Q06685	VIP1	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase	NA
YHR060W	0	0	0	P38784	VMA22	Vacuolar ATPase assembly protein VMA22	NA
YBL017C	0	0	0	P32319	PEP1	Vacuolar protein sorting/targeting protein VPS10 precursor	VPS10;VPT1
YLL040C	0	0	0	Q07878	VPS13	Vacuolar protein sorting-associated protein 13	SOI1;VPT2
YPL045W	0	0	0	Q03308	VPS16	Vacuolar protein sorting-associated protein 16	VAM9;VPT16
YJR102C	0	0	0	P47142	VPS25	Vacuolar protein-sorting-associated protein 25	VPT25
YLR396C	0	0	0	P20795	VPS33	Vacuolar protein sorting-associated protein 33	SLP1;VAM5
YJL154C	0	0	0	P34110	VPS35	Vacuolar protein sorting-associated protein 35	VPT7
YAL065C	0	0	0	O13511	NA	Uncharacterized protein YAL065C	NA
YLR360W	0	0	0	Q05919	VPS38	Vacuolar protein sorting-associated protein 38	VPL17
YDR080W	0	0	0	P38959	VPS41	Vacuolar protein sorting-associated protein 41	FET2;VAM2
YPR173C	0	0	0	P52917	VPS4	Vacuolar protein sorting-associated protein 4	CSC1;DID6;END13;GRD13;VPL4;VPT10
YDR486C	0	0	0	Q03390	VPS60	Vacuolar protein-sorting-associated protein 60	CHM5;MOS10
YDR372C	0	0	0	Q06385	VPS74	Vacuolar protein sorting-associated protein 74	NA
YLR337C	0	0	0	P37370	VRP1	Verprolin	END5;MDP2
YOL105C	0	0	0	Q12215	WSC3	Cell wall integrity and stress response component 3 precursor	NA
YNL054W	0	0	0	P53950	VAC7	Vacuolar segregation protein 7	NA
YOR332W	0	0	0	P22203	VMA4	V-type proton ATPase subunit E	VAT5
YGR020C	0	0	0	P39111	VMA7	V-type proton ATPase subunit F	NA
YMR088C	0	0	0	Q04301	VBA1	Vacuolar basic amino acid transporter 1	NA
YDR119W	0	0	0	Q04602	VBA4	Vacuolar basic amino acid transporter 4	NA
YBR235W	0	0	0	P38329	VHC1	Vacuolar cation-chloride cotransporter 1 {ECO:0000305|PubMed:23022132}	NA
YDR495C	0	0	0	P23643	VPS3	Vacuolar protein sorting-associated protein 3	VPT17
YGL095C	0	0	0	P38932	VPS45	Vacuolar protein sorting-associated protein 45	STT10;VPL28
YJL029C	0	0	0	P47061	VPS53	Vacuolar protein sorting-associated protein 53	NA
YJR044C	0	0	0	P47111	VPS55	Vacuolar protein sorting-associated protein 55	NA
YLR261C	0	0	0	O13549	VPS63	Uncharacterized protein VPS63 {ECO:0000305}	NA
YLR322W	0	0	0	O13554	VPS65	Putative uncharacterized protein VPS65	NA
YDR485C	0	0	0	Q03388	VPS72	Vacuolar protein sorting-associated protein 72	SWC2
YAL002W	0	0	0	P39702	VPS8	Vacuolar protein sorting-associated protein 8	VPT8
YML097C	0	0	0	P54787	VPS9	Vacuolar protein sorting-associated protein 9	VPT9
YIL173W	0	0	0	P40438	VTH1	VPS10 homolog 1 precursor	NA
YFL010C	0	0	0	P43582	WWM1	WW domain-containing protein WWM1	NA
YHR039C-A	0	0	0	P48836	VMA10	V-type proton ATPase subunit G	NA
YOR270C	0	0	0	P32563	VPH1	V-type proton ATPase subunit a, vacuolar isoform	NA
YOR089C	0	0	0	P36017	VPS21	Vacuolar protein sorting-associated protein 21	VPS12;VPT12;YPT21;YPT51
YPL065W	0	0	0	Q02767	VPS28	Vacuolar protein sorting-associated protein 28	VPT28
YDR027C	0	0	0	Q12071	VPS54	Vacuolar protein sorting-associated protein 54	CGP1;LUV1;RKI1;TCS3
YOR069W	0	0	0	Q92331	VPS5	Vacuolar protein sorting-associated protein 5	GRD2;PEP10;VPT5
YOL129W	0	0	0	Q12016	VPS68	Vacuolar protein sorting-associated protein 68	NA
YER072W	0	0	0	P40046	VTC1	Vacuolar transporter chaperone 1	NRF1;PHM4
YNL197C	0	0	0	P34761	WHI3	Protein WHI3	NA
YLR070C	0	0	0	Q07993	XYL2	D-xylulose reductase	NA
YIL135C	0	0	0	P40463	VHS2	Protein VHS2	NA
YGR105W	0	0	0	P41806	VMA21	Vacuolar ATPase assembly integral membrane protein VMA21 {ECO:0000255|HAMAP-Rule:MF_03058}	NA
YMR077C	0	0	0	Q04272	VPS20	Vacuolar protein sorting-associated protein 20	ASI10;CHM6;VPT20
YLR240W	0	0	0	P22543	VPS34	Phosphatidylinositol 3-kinase VPS34	END12;PEP15;VPL7;VPT29
YML076C	0	0	0	Q03631	WAR1	Weak acid resistance protein 1	NA
YDR049W	0	0	0	Q04311	VMS1	Protein VMS1	NA
YKL041W	0	0	0	P36095	VPS24	Vacuolar protein-sorting-associated protein 24	DID3
YDR484W	0	0	0	P39904	VPS52	Vacuolar protein sorting-associated protein 52	SAC2
YPR087W	0	0	0	O13584	VPS69	Putative uncharacterized protein VPS69	NA
YLR181C	0	0	0	Q06263	VTA1	Vacuolar protein sorting-associated protein VTA1	NA
YJL222W	0	0	0	P40890	VTH2	VPS10 homolog 2 precursor	NA
YOR359W	0	0	0	Q08831	VTS1	Protein VTS1	NA
YOR043W	0	0	0	P12611	WHI2	Growth regulation protein	NA
YOR230W	0	0	0	Q12363	WTM1	Transcriptional modulator WTM1	NA
YKL119C	0	0	0	P32341	VPH2	Vacuolar ATPase assembly integral membrane protein VPH2	CLS10;VMA12
YHR012W	0	0	0	P38759	VPS29	Vacuolar protein sorting-associated protein 29	PEP11;VTP6
YKR020W	0	0	0	P36116	VPS51	Vacuolar protein sorting-associated protein 51	API3;VPS67;WHI6
YDR136C	0	0	0	Q03913	VPS61	Putative uncharacterized protein VPS61	NA
YDR200C	0	0	0	Q03944	VPS64	Vacuolar protein sorting-associated protein 64	FAR9
YGL104C	0	0	0	P53142	VPS73	Vacuolar protein sorting-associated protein 73	NA
YFL004W	0	0	0	P43585	VTC2	Vacuolar transporter chaperone 2	PHM1
YJL012C	0	0	0	P47075	VTC4	Vacuolar transporter chaperone 4	PHM3
YLR090W	0	0	0	P39102	XDJ1	DnaJ protein homolog XDJ1	NA
YDR128W	0	0	0	Q03897	MTC5	Maintenance of telomere capping protein 5	SEA3
YNL218W	0	0	0	P40151	MGS1	DNA-dependent ATPase MGS1	NA
YHR134W	0	0	0	P38838	WSS1	DNA-dependent metalloprotease WSS1	NA
YJR133W	0	0	0	P47165	XPT1	Xanthine phosphoribosyltransferase 1	NA
YGR194C	0	0	0	P42826	XKS1	Xylulose kinase	NA
YDR369C	0	0	0	P33301	XRS2	DNA repair protein XRS2	NA
YAR019W-A	0	0	0	A0A023PXB0	NA	Putative uncharacterized protein YAR019W-A {ECO:0000305}	NA
YAL059C-A	0	0	0	A0A023PYD0	NA	Putative uncharacterized membrane protein YAL059C-A {ECO:0000305}	NA
YAR009C	0	0	0	O13527	TY1B-A	Truncated transposon Ty1-A Gag-Pol polyprotein	YARCTy1-1 POL
YAL068W-A	0	0	0	Q8TGK7	NA	Putative UPF0320 protein YAL068W-A	NA
YAR068W	0	0	0	P39564	NA	Uncharacterized protein YAR068W	NA
YHL009C	0	0	0	P38749	YAP3	AP-1-like transcription factor YAP3	NA
YDR259C	0	0	0	Q03935	YAP6	AP-1-like transcription factor YAP6	HAL7
YBR056C-B	0	0	0	P0C5L0	NA	Putative uncharacterized protein YBR056C-B	NA
YBR197C	0	0	0	P38306	NA	Uncharacterized protein YBR197C	NA
YBR209W	0	0	0	P38311	NA	Putative uncharacterized protein YBR209W	NA
YBR232C	0	0	0	P38327	NA	Putative uncharacterized protein YBR232C	NA
YBR287W	0	0	0	P38355	NA	Uncharacterized transporter YBR287W	NA
YBR259W	0	0	0	P38338	NA	Uncharacterized protein YBR259W	NA
YBL012C	0	0	0	P38209	NA	Putative uncharacterized protein YBL012C	NA
YAR035C-A	0	0	0	Q8TGV0	NA	Uncharacterized protein YAR035C-A	NA
YAL069W	0	0	0	O13588	NA	Putative uncharacterized protein YAL069W	NA
YAR010C	0	0	0	P0CX57	TY1A-A	Transposon Ty1-A Gag polyprotein	YARCTy1-1 GAG
YAL064W-B	0	0	0	O13512	NA	Uncharacterized membrane protein YAL064W-B	NA
YAL037W	0	0	0	P39728	NA	Uncharacterized protein YAL037W	NA
YIR018W	0	0	0	P40574	YAP5	AP-1-like transcription factor YAP5	NA
YBR182C-A	0	0	0	Q8TGU6	NA	Uncharacterized protein YBR182C-A	NA
YBR201C-A	0	0	0	Q2V2Q3	NA	Putative uncharacterized protein YBR201C-A	NA
YBR230W-A	0	0	0	Q3E762	NA	Putative uncharacterized protein YBR230W-A	NA
YBR206W	0	0	0	P38309	NA	Putative uncharacterized protein YBR206W	NA
YBR012C	0	0	0	P38214	NA	Putative uncharacterized protein YBR012C	NA
YBR032W	0	0	0	P38223	NA	Putative uncharacterized protein YBR032W	NA
YGL060W	0	0	0	P53169	YBP2	YAP1-binding protein 2 {ECO:0000303|PubMed:15075262}	YBH1 {ECO:0000303|PubMed:15075262}
YBR113W	0	0	0	P38267	NA	Putative uncharacterized membrane protein YBR113W	NA
YCR018C-A	0	0	0	Q96VH1	NA	Putative uncharacterized protein YCR018C-A	NA
YCL021W-A	0	0	0	Q96VH3	NA	Putative uncharacterized protein YCL021W-A	NA
YCL048W-A	0	0	0	Q2V2Q2	NA	Uncharacterized protein YCL048W-A precursor	NA
YCL012C	0	0	0	Q8J0M4	NA	UPF0357 protein YCL012C precursor	NA
YCL022C	0	0	0	P25562	NA	Putative uncharacterized protein YCL022C	NA
YCL046W	0	0	0	P25575	NA	Putative uncharacterized protein YCL046W	NA
YCL065W	0	0	0	P37264	NA	Putative uncharacterized protein YCL065W	NA
YCL074W	0	0	0	P25600	TY5A	Putative transposon Ty5-1 protein YCL074W	NA
YCR023C	0	0	0	P25351	NA	Uncharacterized membrane protein YCR023C	NA
YAL016C-B	0	0	0	P0C1V3	NA	Putative uncharacterized protein YAL016C-B	NA
YAL042C-A	0	0	0	O13514	NA	Putative uncharacterized protein YAL042C-A	NA
YAL056C-A	0	0	0	O13513	NA	Putative uncharacterized protein YAL056C-A	NA
YAL037C-B	0	0	0	Q8TGR8	NA	Putative uncharacterized protein YAL037C-B	NA
YAL064W	0	0	0	P39711	NA	Putative uncharacterized protein YAL064W	NA
YAR029W	0	0	0	P39549	NA	DUP240 protein YAR029W	NA
YAR064W	0	0	0	P39563	NA	Uncharacterized protein YAR064W	NA
YBR141W-A	0	0	0	Q8TGQ4	NA	Putative uncharacterized protein YBR141W-A	NA
YBR223W-A	0	0	0	Q8TGQ3	NA	Putative uncharacterized protein YBR223W-A	NA
YBR298C-A	0	0	0	Q8TGK4	NA	Uncharacterized protein YBR298C-A	NA
YBR219C	0	0	0	P38317	NA	Uncharacterized protein YBR219C	NA
YBR225W	0	0	0	P38321	NA	Uncharacterized protein YBR225W	NA
YBL036C	0	0	0	P38197	NA	UPF0001 protein YBL036C	NA
YBL053W	0	0	0	P38190	NA	Putative uncharacterized protein YBL053W	NA
YBL062W	0	0	0	P38189	NA	Putative uncharacterized membrane protein YBL062W	NA
YBL100C	0	0	0	P38168	NA	Putative uncharacterized protein YBL100C	NA
YCL001W-A	0	0	0	P87012	NA	Putative pelota-like protein YCL001W-A	NA
YCR047W-A	0	0	0	Q8TGQ1	NA	Putative uncharacterized protein YCR047W-A	NA
YCR081C-A	0	0	0	Q8TGQ0	NA	Putative uncharacterized protein YCR081C-A	NA
YCR087C-A	0	0	0	P37263	NA	UPF0743 protein YCR087C-A	NA
YCL019W	0	0	0	P25384	TY2B-C	Transposon Ty2-C Gag-Pol polyprotein	YCLWTy2-1 POL
YCL068C	0	0	0	P25593	NA	Putative uncharacterized protein YCL068C	NA
YCR006C	0	0	0	P25350	NA	Putative uncharacterized protein YCR006C	NA
YDR042C	0	0	0	Q03205	NA	Uncharacterized protein YDR042C	NA
YDR061W	0	0	0	Q12298	NA	Uncharacterized ABC transporter ATP-binding protein YDR061W	NA
YDR090C	0	0	0	Q03193	NA	Uncharacterized membrane protein YDR090C	NA
YDR131C	0	0	0	Q03899	NA	F-box protein YDR131C	NA
YDR149C	0	0	0	A0A023PXH9	NA	Putative uncharacterized membrane protein YDR149C {ECO:0000305}	NA
YDL247W-A	0	0	0	P0C5L9	NA	Putative uncharacterized protein YDL247W-A	NA
YDR366C	0	0	0	P87287	NA	Uncharacterized protein YDR366C precursor	NA
YDR415C	0	0	0	Q04033	NA	Probable aminopeptidase YDR415C precursor	NA
YDR467C	0	0	0	P87264	NA	Putative uncharacterized protein YDR467C	NA
YDR537C	0	0	0	P87261	NA	Putative uncharacterized protein YDR537C	NA
YDR374W-A	0	0	0	Q2V2P8	NA	Uncharacterized protein YDR374W-A	NA
YEL008C-A	0	0	0	Q8TGP3	NA	Putative uncharacterized protein YEL008C-A	NA
YEL018C-A	0	0	0	A0A023PYD9	NA	Putative uncharacterized membrane protein YEL018C-A {ECO:0000305} precursor	NA
YER046W-A	0	0	0	A0A023PZF5	NA	Putative uncharacterized protein YER046W-A {ECO:0000305}	NA
YEL050W-A	0	0	0	P0C5M7	NA	Putative uncharacterized protein YEL050W-A	NA
YER090C-A	0	0	0	P0C5M8	NA	Uncharacterized protein YER090C-A	NA
YER138C	0	0	0	Q03612	TY1B-ER1	Transposon Ty1-ER1 Gag-Pol polyprotein	YERCTy1-1 POL
YER148W-A	0	0	0	A0A023PXK2	NA	Putative uncharacterized membrane protein YER148W-A {ECO:0000305}	NA
YER184C	0	0	0	P39961	NA	Uncharacterized transcriptional regulatory protein YER184C	NA
YER076W-A	0	0	0	A0A023PXJ3	NA	Putative uncharacterized membrane protein YER076W-A {ECO:0000305}	NA
YEL041W	0	0	0	P32622	YEF1	ATP-NADH kinase YEF1	NA
YLR020C	0	0	0	Q07950	YEH2	Sterol esterase 2	NA
YAL037C-A	0	0	0	Q3E741	NA	Putative uncharacterized protein YAL037C-A	NA
YAR047C	0	0	0	P39557	NA	Putative uncharacterized membrane protein YAR047C	NA
YAR070C	0	0	0	P39566	NA	Putative uncharacterized protein YAR070C	NA
YPR199C	0	0	0	Q06596	ARR1	AP-1-like transcription factor YAP8	ACR1;YAP8
YER024W	0	0	0	P40017	YAT2	Carnitine O-acetyltransferase YAT2	NA
YBL100W-C	0	0	0	P0C269	NA	Uncharacterized protein YBL100W-C	NA
YBL071C-B	0	0	0	Q8TGU8	NA	Uncharacterized protein YBL071C-B	NA
YBR109W-A	0	0	0	P90471	NA	Putative uncharacterized protein YBR109W-A	NA
YBL112C	0	0	0	Q3E7Y4	NA	Putative uncharacterized helicase-like protein YBL112C	NA
YBR126W-A	0	0	0	Q8TGU7	NA	Uncharacterized protein YBR126W-A	NA
YBR012W-B	0	0	0	Q12193	TY1B-BR	Transposon Ty1-BR Gag-Pol polyprotein	YBRWTy1-2 POL
YBR200W-A	0	0	0	Q3E755	NA	Uncharacterized protein YBR200W-A precursor	NA
YBL100W-B	0	0	0	Q12491	TY2B-B	Transposon Ty2-B Gag-Pol polyprotein	YBLWTy2-1 POL
YBR196C-A	0	0	0	Q3E820	NA	Uncharacterized protein YBR196C-A	NA
YBL086C	0	0	0	P38177	NA	Uncharacterized protein YBL086C	NA
YBL094C	0	0	0	P38173	NA	Putative uncharacterized protein YBL094C	NA
YBR056W	0	0	0	P38081	NA	Uncharacterized glycosyl hydrolase YBR056W	NA
YLL048C	0	0	0	P32386	YBT1	ATP-dependent bile acid permease	BAT1
YCR045W-A	0	0	0	Q8TGQ2	NA	Putative uncharacterized protein YCR045W-A precursor	NA
YCR075W-A	0	0	0	Q3E830	NA	Uncharacterized protein YCR075W-A	NA
YCL020W	0	0	0	P25383	TY2A-C	Transposon Ty2-C Gag polyprotein	YCLWTy2-1 GAG
YCL002C	0	0	0	P25565	NA	Putative uncharacterized protein YCL002C	NA
YDL007C-A	0	0	0	Q2V2Q0	NA	Putative uncharacterized protein YDL007C-A	NA
YDL012C	0	0	0	Q12489	NA	Cysteine-rich and transmembrane domain-containing protein YDL012C	NA
YDL022C-A	0	0	0	P0C5L6	NA	Uncharacterized protein YDL022C-A	NA
YDL032W	0	0	0	Q12281	NA	Putative uncharacterized protein YDL032w	NA
YDL050C	0	0	0	Q07355	NA	Putative uncharacterized protein YDL050C	NA
YDL068W	0	0	0	Q07435	NA	Putative uncharacterized protein YDL068W	NA
YDL118W	0	0	0	Q07535	NA	Putative uncharacterized protein YDL118W	NA
YDR124W	0	0	0	Q04608	NA	Uncharacterized protein YDR124W	NA
YDR210C-C	0	0	0	Q12441	TY1A-DR3	Transposon Ty1-DR3 Gag polyprotein	YDRCTy1-2 GAG
YDR132C	0	0	0	Q03900	NA	Uncharacterized protein YDR132C	NA
YDR261C-D	0	0	0	Q07793	TY1B-DR4	Transposon Ty1-DR4 Gag-Pol polyprotein	YDRCTy1-3 POL
YDL162C	0	0	0	Q12307	NA	Putative uncharacterized protein YDL162C	NA
YDL177C	0	0	0	Q12257	NA	IMPACT family member YDL177C	NA
YDR182W-A	0	0	0	Q3E796	NA	Uncharacterized protein YDR182W-A	NA
YDR118W-A	0	0	0	P0C5L7	NA	Uncharacterized protein YDR118W-A	NA
YDL199C	0	0	0	Q12407	NA	Putative metabolite transport protein YDL199C	NA
YDR246W-A	0	0	0	Q3E763	NA	Uncharacterized protein YDR246W-A precursor	NA
YDR274C	0	0	0	P87283	NA	Putative uncharacterized protein YDR274C	NA
YDR286C	0	0	0	Q05530	NA	Glutaredoxin-like protein YDR286C	NA
YDR381C-A	0	0	0	Q3E6R5	NA	Uncharacterized mitochondrial outer membrane protein YDR381C-A	NA
YDR401W	0	0	0	O13523	NA	Putative uncharacterized protein YDR401W	NA
YDR444W	0	0	0	Q04093	NA	Putative lipase YDR444W	NA
YDR491C	0	0	0	Q03418	NA	Putative uncharacterized protein YDR491C	NA
YDR510C-A	0	0	0	Q8TGR7	NA	Putative uncharacterized protein YDR510C-A	NA
YDR545C-A	0	0	0	P0CL37	NA	Putative UPF0479 protein YDR545C-A	NA
YDL185C-A	0	0	0	P0C5M4	NA	Putative uncharacterized protein YDL185C-A	NA
YER087C-A	0	0	0	A0A023PYE9	NA	Putative uncharacterized protein YER087C-A {ECO:0000305} precursor	NA
YER160C	0	0	0	Q03619	TY1B-ER2	Transposon Ty1-ER2 Gag-Pol polyprotein	YERCTy1-2 POL
YER188W	0	0	0	P40103	NA	Putative uncharacterized protein YER188W	NA
YER189W	0	0	0	P40104	NA	Uncharacterized protein YER189W	NA
YEL053W-A	0	0	0	A0A023PXC2	NA	Putative uncharacterized membrane protein YEL053W-A {ECO:0000305} precursor	NA
YEL008W	0	0	0	P40001	NA	Putative uncharacterized protein YEL008W	NA
YEL028W	0	0	0	P39989	NA	Putative uncharacterized protein YEL028W precursor	NA
YLL012W	0	0	0	Q07804	YEH1	Sterol esterase 1	NA
YEL075C	0	0	0	P39972	NA	Uncharacterized protein YEL075C	NA
YER041W	0	0	0	P40028	YEN1	Holliday junction resolvase YEN1	NA
YER084W	0	0	0	P40057	NA	Uncharacterized protein YER084W	NA
YMR040W	0	0	0	Q04210	YET2	Endoplasmic reticulum transmembrane protein 2	NA
YFL041W-A	0	0	0	Q3E817	NA	Uncharacterized protein YFL041W-A	NA
YFL002W-A	0	0	0	P0CX63	TY2B-F	Transposon Ty2-F Gag-Pol polyprotein	YFLWTy2-1 POL
YDR262W	0	0	0	Q12331	NA	FAS1 domain-containing protein YDR262W precursor	NA
YFR020W	0	0	0	P43600	NA	Uncharacterized protein YFR020W	NA
YFR057W	0	0	0	P43625	NA	Uncharacterized protein YFR057W	NA
YGR027W-A	0	0	0	Q12085	TY1A-GR1	Transposon Ty1-GR1 Gag polyprotein	YGRWTy1-1 GAG
YGR121W-A	0	0	0	Q3E816	NA	Uncharacterized protein YGR121W-A	NA
YGR038C-A	0	0	0	Q12485	TY1A-GR2	Transposon Ty1-GR2 Gag polyprotein	YGRCTy1-2 GAG
YGR161C-C	0	0	0	P0CX67	TY1A-GR3	Transposon Ty1-GR3 Gag polyprotein	YGRCTy1-3 GAG
YGL188C-A	0	0	0	Q8TGU1	NA	Uncharacterized protein YGL188C-A	NA
YGR270C-A	0	0	0	Q8TGN7	NA	Putative uncharacterized protein YGR270C-A	NA
YGR069W	0	0	0	P53245	NA	Putative uncharacterized protein YGR069W	NA
YGR127W	0	0	0	P53275	NA	Uncharacterized protein YGR127W	NA
YGR149W	0	0	0	P48236	NA	Uncharacterized membrane protein YGR149W	NA
YGR176W	0	0	0	P32475	NA	Putative uncharacterized protein YGR176W	NA
YGR237C	0	0	0	P50089	NA	Uncharacterized protein YGR237C	NA
YGR291C	0	0	0	P53340	NA	Putative uncharacterized protein YGR291C	NA
YGL034C	0	0	0	P53186	NA	Putative uncharacterized protein YGL034C	NA
YOL128C	0	0	0	Q12222	YGK3	Glycogen synthase kinase-3 homolog YGK3	NA
YGL177W	0	0	0	P53105	NA	Putative uncharacterized protein YGL177W	NA
YGL193C	0	0	0	P53097	NA	Uncharacterized protein YGL193C	NA
YGL217C	0	0	0	P53085	NA	Putative uncharacterized protein YGL217C	NA
YGL242C	0	0	0	P53066	NA	Ankyrin repeat-containing protein YGL242C	NA
YHL006W-A	0	0	0	A0A023PXE5	NA	Putative uncharacterized protein YHL006W-A	NA
YHL015W-A	0	0	0	Q3E7Z6	NA	Uncharacterized protein YHL015W-A	NA
YHR049C-A	0	0	0	O13533	NA	Putative uncharacterized protein YHR049C-A	NA
YHR165W-A	0	0	0	A0A023PZE4	NA	Putative uncharacterized protein YHR165W-A {ECO:0000305}	NA
YAL031W-A	0	0	0	A0A023PZ94	NA	Putative uncharacterized membrane protein YAL031W-A {ECO:0000305}	NA
YAL047W-A	0	0	0	A0A023PZE2	NA	Putative uncharacterized membrane protein YAL047W-A {ECO:0000305}	NA
YAR066W	0	0	0	P0CX18	NA	Putative GPI-anchored protein YAR066W precursor	NA
YAL016C-A	0	0	0	A0A023PYC6	NA	Putative uncharacterized membrane protein YAL016C-A {ECO:0000305} precursor	NA
YAL019W-A	0	0	0	A0A023PXA5	NA	Putative uncharacterized protein YAL019W-A {ECO:0000305}	NA
YAL004W	0	0	0	P39703	NA	Putative uncharacterized protein YAL004W	NA
